109951411	1
15804274	0
1708791102	0
52719478	0
611606392	0
92034937	1
70090623	1
110684034	0
44031875	1
410148740	0
1934989190	0
112629740	0
2289092490	0
24643468	0
344334227	1
19832728	0
306472866	0
456712100	0
133212069	1
70133674	0
1711171507	1
144261054	0
194088897	1
2109381	1
21815238	0
308324295	1
194490315	1
70109132	0
904312784	0
163758046	0
237219812	0
15665127	1
402153450	0
31524844	0
2369568751	1
391557107	1
40429557	1
24700918	0
423120887	1
1621081087	1
